1,read_csv
2,taxi-q1-cold
5,taxi-q1
6,taxi-q1
7,taxi-q2-cold
8,taxi-q2
9,taxi-q2
10,taxi-q3-cold
11,taxi-q3
12,taxi-q3
13,taxi-q4-cold
14,taxi-q4
15,taxi-q4
16,taxi-q1
17,taxi-q1
18,taxi-q1
19,taxi-q2
20,taxi-q2
21,taxi-q2
22,taxi-q3
23,taxi-q3
24,taxi-q3
25,taxi-q4
26,taxi-q4
27,taxi-q4
